Koordinatensystem : Lambert konform konisch
Rechtswert        : 3900500 Meter
Hochwert          : 3010500 Meter
Hoehenlage        : 2 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3900500 3010500  1  4 24  -2.2 1014  37  3.6 8  3.2  97    0    0 269 -287  1
3900500 3010500  1  5  1  -2.3 1015  36  3.2 8  3.1  96    0    0 271 -285  1
3900500 3010500  1  5  2  -2.6 1016  47  3.5 8  3.0  94    0    0 269 -284  1
3900500 3010500  1  5  3  -3.0 1016  54  3.0 5  2.9  94    0    0 255 -284  1
3900500 3010500  1  5  4  -3.1 1017  63  2.6 8  2.8  93    0    0 255 -283  1
3900500 3010500  1  5  5  -3.4 1018  85  3.0 8  2.8  94    0    0 267 -283  1
3900500 3010500  1  5  6  -3.6 1018  98  3.2 8  2.7  94    0    0 268 -283  1
3900500 3010500  1  5  7  -3.9 1018 106  4.3 6  2.7  94    0    0 258 -283  1
3900500 3010500  1  5  8  -4.0 1019 123  3.4 6  2.6  93    0    0 250 -284  1
3900500 3010500  1  5  9  -3.7 1019 126  3.1 7  2.6  92    0    0 255 -285  1
3900500 3010500  1  5 10  -3.6 1020 129  3.9 7  2.7  92    0   14 261 -287  1
3900500 3010500  1  5 11  -3.3 1021 131  3.5 8  2.7  92    0   33 267 -291  1
3900500 3010500  1  5 12  -3.0 1021 144  4.3 8  2.7  91    0   38 273 -296  1
3900500 3010500  1  5 13  -2.8 1021 153  4.4 8  2.7  90    0   36 275 -301  1
3900500 3010500  1  5 14  -2.7 1022 147  4.1 8  2.7  89    0   35 276 -305  1
3900500 3010500  1  5 15  -2.7 1022 130  4.8 8  2.8  89    0   26 277 -306  1
3900500 3010500  1  5 16  -2.7 1022 142  5.1 7  2.8  89    0   15 274 -306  1
3900500 3010500  1  5 17  -2.6 1022 148  5.5 8  2.8  90    0    0 277 -306  1
3900500 3010500  1  5 18  -2.4 1022 145  5.3 8  2.8  90    0    0 283 -305  1
3900500 3010500  1  5 19  -2.4 1022 139  5.6 8  2.9  91    0    0 284 -305  1
3900500 3010500  1  5 20  -2.4 1021 142  6.3 7  2.9  91    0    0 280 -306  1
3900500 3010500  1  5 21  -2.5 1021 135  5.9 7  2.9  92    0    0 277 -306  1
3900500 3010500  1  5 22  -2.6 1021 139  5.7 7  2.9  93    0    0 279 -307  1
3900500 3010500  1  5 23  -2.7 1021 136  5.9 7  2.9  94    0    0 280 -308  1
3900500 3010500  1  5 24  -3.0 1020 135  5.8 8  2.9  95    0    0 287 -309  1
3900500 3010500  1  6  1  -2.4 1020 144  6.4 8  2.9  95    0    0 294 -310  1
3900500 3010500  1  6  2  -2.1 1020 147  7.2 8  3.0  95    0    0 298 -312  1
3900500 3010500  1  6  3  -2.0 1019 147  6.9 8  3.0  94    0    0 300 -313  1
3900500 3010500  1  6  4  -2.1 1018 146  7.4 8  3.0  94    0    0 301 -315  1
3900500 3010500  1  6  5  -1.4 1018 151  7.1 8  3.2  95    0    0 303 -318  1
3900500 3010500  1  6  6  -0.9 1017 142  6.3 8  3.3  96    0    0 307 -319  1
3900500 3010500  1  6  7  -0.6 1016 150  6.7 8  3.4  96    0    0 310 -319  1
3900500 3010500  1  6  8  -0.3 1016 149  6.4 8  3.5  97    0    0 312 -320  1
3900500 3010500  1  6  9  -0.1 1015 154  6.2 8  3.7  98    0    0 314 -320  1
3900500 3010500  1  6 10   0.2 1015 166  6.0 8  3.8  99    0    4 316 -320  1
3900500 3010500  1  6 11   0.5 1014 171  7.6 8  3.9  99    0   20 317 -321  1
3900500 3010500  1  6 12   0.7 1014 166  8.9 8  4.0 100    0   25 318 -321  1
3900500 3010500  1  6 13   1.2 1013 170  8.2 8  4.0 100    0   23 319 -323  1
3900500 3010500  1  6 14   1.6 1012 172  7.6 8  4.2 100    0   22 321 -331  1
3900500 3010500  1  6 15   1.8 1011 178  7.6 8  4.3 100    0   15 322 -337  1
3900500 3010500  1  6 16   2.7 1010 180  8.4 8  4.4  99    0    6 323 -339  1
3900500 3010500  1  6 17   3.0 1009 183  8.2 8  4.6  99    0    0 326 -344  1
3900500 3010500  1  6 18   4.4 1009 203  7.9 8  4.9  99    0    0 330 -347  1
3900500 3010500  1  6 19   5.2 1009 223  7.4 7  5.3  99    0    0 326 -345  1
3900500 3010500  1  6 20   5.5 1009 230  6.3 8  5.5  98    0    0 329 -341  1
3900500 3010500  1  6 21   5.3 1009 242  7.0 7  5.5  98    0    0 328 -337  1
3900500 3010500  1  6 22   5.0 1010 249  8.5 7  5.2  95    0    0 319 -334  1
3900500 3010500  1  6 23   4.5 1010 242  8.1 6  5.0  93    0    0 308 -332  1
3900500 3010500  1  6 24   4.5 1010 240  7.8 6  4.9  94    0    0 299 -331  1
3900500 3010500  1  7  1   5.1 1011 246  8.3 8  5.1  94    0    0 312 -330  1
3900500 3010500  1  7  2   5.3 1011 249  8.4 6  5.2  95    0    0 312 -330  1
3900500 3010500  1  7  3   4.8 1012 245  7.7 7  5.2  95    0    0 306 -330  1
3900500 3010500  1  7  4   4.9 1012 249  7.8 8  5.2  96    0    0 321 -331  1
