Koordinatensystem : Lambert konform konisch
Rechtswert        : 4174500 Meter
Hochwert          : 2863500 Meter
Hoehenlage        : 43 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4174500 2863500  1  5 23   5.9  985 188  4.2 8  5.6  96    0    0 337 -352  1
4174500 2863500  1  5 24   6.8  985 183  3.9 7  5.8  94    0    0 330 -355  1
4174500 2863500  1  6  1   6.8  985 178  3.3 8  5.9  93    0    0 333 -357  1
4174500 2863500  1  6  2   7.2  985 193  3.6 8  6.0  94    0    0 340 -359  1
4174500 2863500  1  6  3   7.1  985 199  3.2 7  6.1  94    0    0 333 -361  1
4174500 2863500  1  6  4   7.3  986 178  2.5 7  6.1  94    0    0 327 -361  1
4174500 2863500  1  6  5   7.4  985 170  4.6 7  6.2  94    0    0 327 -358  1
4174500 2863500  1  6  6   7.5  985 179  3.9 8  6.3  96    0    0 333 -354  1
4174500 2863500  1  6  7   7.8  985 178  4.7 8  6.6  98    0    0 337 -351  1
4174500 2863500  1  6  8   8.4  985 189  4.8 8  6.8  98    0    0 335 -345  1
4174500 2863500  1  6  9   8.2  984 201  5.5 8  6.9  98    0    8 334 -338  1
4174500 2863500  1  6 10   9.1  985 249  6.8 8  7.1  98    8   42 333 -333  1
4174500 2863500  1  6 11   8.1  987 281  8.0 5  6.9  96    3   64 314 -332  1
4174500 2863500  1  6 12   7.4  989 266  7.3 7  6.2  92    0   45 301 -334  1
4174500 2863500  1  6 13   7.6  991 266  6.9 5  5.8  87    3   86 297 -335  1
4174500 2863500  1  6 14   7.4  993 262  7.0 5  5.5  84   16   96 283 -336  1
4174500 2863500  1  6 15   7.2  994 255  5.5 6  5.3  81    0   49 284 -335  1
4174500 2863500  1  6 16   6.5  995 251  4.8 7  5.1  81    0   24 290 -333  1
4174500 2863500  1  6 17   5.6  997 241  3.5 7  5.0  84    0    0 291 -330  1
4174500 2863500  1  6 18   5.0  998 224  3.5 6  4.9  88    0    0 283 -327  1
4174500 2863500  1  6 19   5.0  998 219  3.2 6  5.0  90    0    0 276 -326  1
4174500 2863500  1  6 20   4.7  999 203  2.3 7  4.9  90    0    0 280 -326  1
4174500 2863500  1  6 21   5.1 1000 194  1.8 8  4.9  90    0    0 294 -326  1
4174500 2863500  1  6 22   4.7 1000 206  3.5 7  4.9  91    0    0 296 -325  1
4174500 2863500  1  6 23   5.1 1001 212  3.2 7  5.0  91    0    0 290 -325  1
4174500 2863500  1  6 24   5.2 1001 207  3.5 6  5.0  89    0    0 283 -324  1
4174500 2863500  1  7  1   5.2 1002 218  3.2 7  4.9  89    0    0 284 -323  1
4174500 2863500  1  7  2   4.9 1003 223  2.9 7  4.9  89    0    0 292 -323  1
4174500 2863500  1  7  3   4.7 1003 211  2.2 6  4.9  90    0    0 288 -322  1
4174500 2863500  1  7  4   3.6 1003 213  2.2 6  4.9  94    0    0 282 -321  1
4174500 2863500  1  7  5   3.1 1004 206  2.5 7  4.8  98    0    0 288 -321  1
4174500 2863500  1  7  6   2.9 1004 207  2.4 5  4.7  99    0    0 281 -321  1
4174500 2863500  1  7  7   3.0 1005 214  1.9 1  4.7  99    0    0 242 -324  1
4174500 2863500  1  7  8   2.2 1005 204  2.0 1  4.6  99    0    0 214 -327  1
4174500 2863500  1  7  9   1.8 1005 206  1.6 1  4.4 100    2    8 213 -328  1
4174500 2863500  1  7 10   2.0 1006 197  1.8 2  4.4 100   42   44 220 -330  1
4174500 2863500  1  7 11   3.1 1006 199  2.5 2  4.6  99   87   74 230 -332  1
4174500 2863500  1  7 12   4.4 1007 199  2.6 3  4.8  96  106   97 242 -335  1
4174500 2863500  1  7 13   5.8 1007 198  2.5 4  5.0  91   91  110 259 -337  1
4174500 2863500  1  7 14   6.5 1007 209  3.0 4  5.1  86   85   96 270 -339  1
